GeographyKey,GeographyBusinessKey,City,State,Country,Region,Market
1420,"EMEA|EMEA|Turkey|Mardin|Kiziltepe","Kiziltepe","Mardin","Turkey","EMEA","EMEA"
1421,"EMEA|EMEA|Turkey|Mardin|Mardin","Mardin","Mardin","Turkey","EMEA","EMEA"
1422,"EMEA|EMEA|Turkey|Mardin|Midyat","Midyat","Mardin","Turkey","EMEA","EMEA"
1423,"EMEA|EMEA|Turkey|Mersin|Mersin","Mersin","Mersin","Turkey","EMEA","EMEA"
1424,"EMEA|EMEA|Turkey|Mersin|Mezitli","Mezitli","Mersin","Turkey","EMEA","EMEA"
1425,"EMEA|EMEA|Turkey|Mersin|Tarsus","Tarsus","Mersin","Turkey","EMEA","EMEA"
1426,"EMEA|EMEA|Turkey|Nevsehir|Nevsehir","Nevsehir","Nevsehir","Turkey","EMEA","EMEA"
1427,"EMEA|EMEA|Turkey|Ordu|Ordu","Ordu","Ordu","Turkey","EMEA","EMEA"
1428,"EMEA|EMEA|Turkey|Osmaniye|Osmaniye","Osmaniye","Osmaniye","Turkey","EMEA","EMEA"
1429,"EMEA|EMEA|Turkey|Samsun|Bafra","Bafra","Samsun","Turkey","EMEA","EMEA"
1430,"EMEA|EMEA|Turkey|Samsun|Samsun","Samsun","Samsun","Turkey","EMEA","EMEA"
1431,"EMEA|EMEA|Turkey|Sanliurfa|Sanliurfa","Sanliurfa","Sanliurfa","Turkey","EMEA","EMEA"
1432,"EMEA|EMEA|Turkey|Sanliurfa|Viransehir","Viransehir","Sanliurfa","Turkey","EMEA","EMEA"
1433,"EMEA|EMEA|Turkey|Siirt|Siirt","Siirt","Siirt","Turkey","EMEA","EMEA"
1434,"EMEA|EMEA|Turkey|Sirnak|Cizre","Cizre","Sirnak","Turkey","EMEA","EMEA"
1435,"EMEA|EMEA|Turkey|Sirnak|Silopi","Silopi","Sirnak","Turkey","EMEA","EMEA"
1436,"EMEA|EMEA|Turkey|Sivas|Sivas","Sivas","Sivas","Turkey","EMEA","EMEA"
1437,"EMEA|EMEA|Turkey|Tekirdag|Corlu","Corlu","Tekirdag","Turkey","EMEA","EMEA"
1438,"EMEA|EMEA|Turkey|Tekirdag|Tekirdag","Tekirdag","Tekirdag","Turkey","EMEA","EMEA"
1439,"EMEA|EMEA|Turkey|Tokat|Tokat","Tokat","Tokat","Turkey","EMEA","EMEA"
1440,"EMEA|EMEA|Turkey|Trabzon|Trabzon","Trabzon","Trabzon","Turkey","EMEA","EMEA"
1441,"EMEA|EMEA|Turkey|Usak|Usak","Usak","Usak","Turkey","EMEA","EMEA"
1442,"EMEA|EMEA|Turkey|Van|Van","Van","Van","Turkey","EMEA","EMEA"
1443,"EMEA|EMEA|Turkey|Yalova|Yalova","Yalova","Yalova","Turkey","EMEA","EMEA"
13,"APAC|Central Asia|India|Andhra Pradesh|Anantapur","Anantapur","Andhra Pradesh","India","Central Asia","APAC"
14,"APAC|Central Asia|India|Andhra Pradesh|Guntur","Guntur","Andhra Pradesh","India","Central Asia","APAC"
15,"APAC|Central Asia|India|Andhra Pradesh|Kakinada","Kakinada","Andhra Pradesh","India","Central Asia","APAC"
16,"APAC|Central Asia|India|Andhra Pradesh|Nellore","Nellore","Andhra Pradesh","India","Central Asia","APAC"
17,"APAC|Central Asia|India|Andhra Pradesh|Tirupati","Tirupati","Andhra Pradesh","India","Central Asia","APAC"
18,"APAC|Central Asia|India|Andhra Pradesh|Vijayawada","Vijayawada","Andhra Pradesh","India","Central Asia","APAC"
19,"APAC|Central Asia|India|Andhra Pradesh|Visakhapatnam","Visakhapatnam","Andhra Pradesh","India","Central Asia","APAC"
20,"APAC|Central Asia|India|Assam|Guwahati","Guwahati","Assam","India","Central Asia","APAC"
21,"APAC|Central Asia|India|Bihar|Aurangabad","Aurangabad","Bihar","India","Central Asia","APAC"
22,"APAC|Central Asia|India|Bihar|Bihar Sharif","Bihar Sharif","Bihar","India","Central Asia","APAC"
23,"APAC|Central Asia|India|Bihar|Darbhanga","Darbhanga","Bihar","India","Central Asia","APAC"
24,"APAC|Central Asia|India|Bihar|Gaya","Gaya","Bihar","India","Central Asia","APAC"
25,"APAC|Central Asia|India|Bihar|Muzaffarpur","Muzaffarpur","Bihar","India","Central Asia","APAC"
26,"APAC|Central Asia|India|Bihar|Patna","Patna","Bihar","India","Central Asia","APAC"
27,"APAC|Central Asia|India|Chandigarh|Chandigarh","Chandigarh","Chandigarh","India","Central Asia","APAC"
28,"APAC|Central Asia|India|Chhattisgarh|Bhilai","Bhilai","Chhattisgarh","India","Central Asia","APAC"
29,"APAC|Central Asia|India|Chhattisgarh|Durg","Durg","Chhattisgarh","India","Central Asia","APAC"
30,"APAC|Central Asia|India|Chhattisgarh|Korba","Korba","Chhattisgarh","India","Central Asia","APAC"
31,"APAC|Central Asia|India|Chhattisgarh|Kota","Kota","Chhattisgarh","India","Central Asia","APAC"
32,"APAC|Central Asia|India|Chhattisgarh|Raipur","Raipur","Chhattisgarh","India","Central Asia","APAC"
33,"APAC|Central Asia|India|Delhi|Delhi","Delhi","Delhi","India","Central Asia","APAC"
34,"APAC|Central Asia|India|Delhi|New Delhi","New Delhi","Delhi","India","Central Asia","APAC"
35,"APAC|Central Asia|India|Gujarat|Bhavnagar","Bhavnagar","Gujarat","India","Central Asia","APAC"
36,"APAC|Central Asia|India|Gujarat|Jamnagar","Jamnagar","Gujarat","India","Central Asia","APAC"
37,"APAC|Central Asia|India|Gujarat|Jodhpur","Jodhpur","Gujarat","India","Central Asia","APAC"
38,"APAC|Central Asia|India|Gujarat|Rajkot","Rajkot","Gujarat","India","Central Asia","APAC"
39,"APAC|Central Asia|India|Gujarat|Surat","Surat","Gujarat","India","Central Asia","APAC"
40,"APAC|Central Asia|India|Gujarat|Vadodara","Vadodara","Gujarat","India","Central Asia","APAC"
41,"APAC|Central Asia|India|Haryana|Faridabad","Faridabad","Haryana","India","Central Asia","APAC"
42,"APAC|Central Asia|India|Haryana|Gorakhpur","Gorakhpur","Haryana","India","Central Asia","APAC"
43,"APAC|Central Asia|India|Haryana|Hisar","Hisar","Haryana","India","Central Asia","APAC"
44,"APAC|Central Asia|India|Haryana|Karnal","Karnal","Haryana","India","Central Asia","APAC"
45,"APAC|Central Asia|India|Haryana|Panipat","Panipat","Haryana","India","Central Asia","APAC"
46,"APAC|Central Asia|India|Haryana|Rohtak","Rohtak","Haryana","India","Central Asia","APAC"
47,"APAC|Central Asia|India|Haryana|Sonipat","Sonipat","Haryana","India","Central Asia","APAC"
48,"APAC|Central Asia|India|Jammu and Kashmir|Jammu","Jammu","Jammu and Kashmir","India","Central Asia","APAC"
49,"APAC|Central Asia|India|Jammu and Kashmir|Srinagar","Srinagar","Jammu and Kashmir","India","Central Asia","APAC"
50,"APAC|Central Asia|India|Jharkhand|Bokaro","Bokaro","Jharkhand","India","Central Asia","APAC"
51,"APAC|Central Asia|India|Jharkhand|Jamshedpur","Jamshedpur","Jharkhand","India","Central Asia","APAC"
52,"APAC|Central Asia|India|Jharkhand|Ranchi","Ranchi","Jharkhand","India","Central Asia","APAC"
53,"APAC|Central Asia|India|Karnataka|Bangalore","Bangalore","Karnataka","India","Central Asia","APAC"
54,"APAC|Central Asia|India|Karnataka|Belgaum","Belgaum","Karnataka","India","Central Asia","APAC"
55,"APAC|Central Asia|India|Karnataka|Bellary","Bellary","Karnataka","India","Central Asia","APAC"
56,"APAC|Central Asia|India|Karnataka|Bijapur","Bijapur","Karnataka","India","Central Asia","APAC"
57,"APAC|Central Asia|India|Karnataka|Gulbarga","Gulbarga","Karnataka","India","Central Asia","APAC"
58,"APAC|Central Asia|India|Karnataka|Hubli","Hubli","Karnataka","India","Central Asia","APAC"
59,"APAC|Central Asia|India|Karnataka|Mangalore","Mangalore","Karnataka","India","Central Asia","APAC"
60,"APAC|Central Asia|India|Karnataka|Mysore","Mysore","Karnataka","India","Central Asia","APAC"
61,"APAC|Central Asia|India|Karnataka|Shimoga","Shimoga","Karnataka","India","Central Asia","APAC"
62,"APAC|Central Asia|India|Karnataka|Tumkur","Tumkur","Karnataka","India","Central Asia","APAC"
63,"APAC|Central Asia|India|Kerala|Kochi","Kochi","Kerala","India","Central Asia","APAC"
64,"APAC|Central Asia|India|Kerala|Kollam","Kollam","Kerala","India","Central Asia","APAC"
65,"APAC|Central Asia|India|Kerala|Kozhikode","Kozhikode","Kerala","India","Central Asia","APAC"
66,"APAC|Central Asia|India|Kerala|Thiruvananthapuram","Thiruvananthapuram","Kerala","India","Central Asia","APAC"
67,"APAC|Central Asia|India|Madhya Pradesh|Bhopal","Bhopal","Madhya Pradesh","India","Central Asia","APAC"
68,"APAC|Central Asia|India|Madhya Pradesh|Dewas","Dewas","Madhya Pradesh","India","Central Asia","APAC"
69,"APAC|Central Asia|India|Madhya Pradesh|Gwalior","Gwalior","Madhya Pradesh","India","Central Asia","APAC"
70,"APAC|Central Asia|India|Madhya Pradesh|Indore","Indore","Madhya Pradesh","India","Central Asia","APAC"
71,"APAC|Central Asia|India|Madhya Pradesh|Jabalpur","Jabalpur","Madhya Pradesh","India","Central Asia","APAC"
72,"APAC|Central Asia|India|Madhya Pradesh|Mau","Mau","Madhya Pradesh","India","Central Asia","APAC"
73,"APAC|Central Asia|India|Madhya Pradesh|Ratlam","Ratlam","Madhya Pradesh","India","Central Asia","APAC"
74,"APAC|Central Asia|India|Madhya Pradesh|Satna","Satna","Madhya Pradesh","India","Central Asia","APAC"
75,"APAC|Central Asia|India|Madhya Pradesh|Ujjain","Ujjain","Madhya Pradesh","India","Central Asia","APAC"
76,"APAC|Central Asia|India|Maharashtra|Akola","Akola","Maharashtra","India","Central Asia","APAC"
77,"APAC|Central Asia|India|Maharashtra|Amravati","Amravati","Maharashtra","India","Central Asia","APAC"
78,"APAC|Central Asia|India|Maharashtra|Aurangabad","Aurangabad","Maharashtra","India","Central Asia","APAC"
79,"APAC|Central Asia|India|Maharashtra|Bhiwandi","Bhiwandi","Maharashtra","India","Central Asia","APAC"
80,"APAC|Central Asia|India|Maharashtra|Dhule","Dhule","Maharashtra","India","Central Asia","APAC"
81,"APAC|Central Asia|India|Maharashtra|Durgapur","Durgapur","Maharashtra","India","Central Asia","APAC"
82,"APAC|Central Asia|India|Maharashtra|Ichalkaranji","Ichalkaranji","Maharashtra","India","Central Asia","APAC"
83,"APAC|Central Asia|India|Maharashtra|Jalna","Jalna","Maharashtra","India","Central Asia","APAC"
84,"APAC|Central Asia|India|Maharashtra|Kalyan","Kalyan","Maharashtra","India","Central Asia","APAC"
85,"APAC|Central Asia|India|Maharashtra|Kolhapur","Kolhapur","Maharashtra","India","Central Asia","APAC"
86,"APAC|Central Asia|India|Maharashtra|Latur","Latur","Maharashtra","India","Central Asia","APAC"
87,"APAC|Central Asia|India|Maharashtra|Malegaon","Malegaon","Maharashtra","India","Central Asia","APAC"
88,"APAC|Central Asia|India|Maharashtra|Mumbai","Mumbai","Maharashtra","India","Central Asia","APAC"
89,"APAC|Central Asia|India|Maharashtra|Nagpur","Nagpur","Maharashtra","India","Central Asia","APAC"
90,"APAC|Central Asia|India|Maharashtra|Nasik","Nasik","Maharashtra","India","Central Asia","APAC"
91,"APAC|Central Asia|India|Maharashtra|Parbhani","Parbhani","Maharashtra","India","Central Asia","APAC"
92,"APAC|Central Asia|India|Maharashtra|Pimpri","Pimpri","Maharashtra","India","Central Asia","APAC"
93,"APAC|Central Asia|India|Maharashtra|Pune","Pune","Maharashtra","India","Central Asia","APAC"
94,"APAC|Central Asia|India|Maharashtra|Sangli","Sangli","Maharashtra","India","Central Asia","APAC"
95,"APAC|Central Asia|India|Maharashtra|Solapur","Solapur","Maharashtra","India","Central Asia","APAC"
96,"APAC|Central Asia|India|Maharashtra|Thane","Thane","Maharashtra","India","Central Asia","APAC"
97,"APAC|Central Asia|India|Maharashtra|Ulhasnagar","Ulhasnagar","Maharashtra","India","Central Asia","APAC"
98,"APAC|Central Asia|India|Manipur|Imphal","Imphal","Manipur","India","Central Asia","APAC"
99,"APAC|Central Asia|India|Odisha|Bhubaneswar","Bhubaneswar","Odisha","India","Central Asia","APAC"
100,"APAC|Central Asia|India|Odisha|Brahmapur","Brahmapur","Odisha","India","Central Asia","APAC"
101,"APAC|Central Asia|India|Odisha|Cuttack","Cuttack","Odisha","India","Central Asia","APAC"
102,"APAC|Central Asia|India|Puducherry|Puducherry","Puducherry","Puducherry","India","Central Asia","APAC"
103,"APAC|Central Asia|India|Punjab|Amritsar","Amritsar","Punjab","India","Central Asia","APAC"
104,"APAC|Central Asia|India|Punjab|Bhatinda","Bhatinda","Punjab","India","Central Asia","APAC"
105,"APAC|Central Asia|India|Punjab|Ludhiana","Ludhiana","Punjab","India","Central Asia","APAC"
106,"APAC|Central Asia|India|Punjab|Patiala","Patiala","Punjab","India","Central Asia","APAC"
107,"APAC|Central Asia|India|Rajasthan|Ajmer","Ajmer","Rajasthan","India","Central Asia","APAC"
108,"APAC|Central Asia|India|Rajasthan|Bharatpur","Bharatpur","Rajasthan","India","Central Asia","APAC"
109,"APAC|Central Asia|India|Rajasthan|Bhilwara","Bhilwara","Rajasthan","India","Central Asia","APAC"
110,"APAC|Central Asia|India|Rajasthan|Bikaner","Bikaner","Rajasthan","India","Central Asia","APAC"
111,"APAC|Central Asia|India|Rajasthan|Fatehpur","Fatehpur","Rajasthan","India","Central Asia","APAC"
112,"APAC|Central Asia|India|Rajasthan|Ganganagar","Ganganagar","Rajasthan","India","Central Asia","APAC"
113,"APAC|Central Asia|India|Rajasthan|Jaipur","Jaipur","Rajasthan","India","Central Asia","APAC"
114,"APAC|Central Asia|India|Rajasthan|Jodhpur","Jodhpur","Rajasthan","India","Central Asia","APAC"
115,"APAC|Central Asia|India|Rajasthan|Kota","Kota","Rajasthan","India","Central Asia","APAC"
116,"APAC|Central Asia|India|Rajasthan|Raipur","Raipur","Rajasthan","India","Central Asia","APAC"
117,"APAC|Central Asia|India|Tamil Nadu|Ambattur","Ambattur","Tamil Nadu","India","Central Asia","APAC"
118,"APAC|Central Asia|India|Tamil Nadu|Avadi","Avadi","Tamil Nadu","India","Central Asia","APAC"
119,"APAC|Central Asia|India|Tamil Nadu|Chennai","Chennai","Tamil Nadu","India","Central Asia","APAC"
120,"APAC|Central Asia|India|Tamil Nadu|Coimbatore","Coimbatore","Tamil Nadu","India","Central Asia","APAC"
121,"APAC|Central Asia|India|Tamil Nadu|Madurai","Madurai","Tamil Nadu","India","Central Asia","APAC"
122,"APAC|Central Asia|India|Tamil Nadu|Nagercoil","Nagercoil","Tamil Nadu","India","Central Asia","APAC"
123,"APAC|Central Asia|India|Tamil Nadu|Salem","Salem","Tamil Nadu","India","Central Asia","APAC"
124,"APAC|Central Asia|India|Tamil Nadu|Thanjavur","Thanjavur","Tamil Nadu","India","Central Asia","APAC"
125,"APAC|Central Asia|India|Tamil Nadu|Tiruchchirappalli","Tiruchchirappalli","Tamil Nadu","India","Central Asia","APAC"
126,"APAC|Central Asia|India|Tamil Nadu|Tirunelveli","Tirunelveli","Tamil Nadu","India","Central Asia","APAC"
127,"APAC|Central Asia|India|Tamil Nadu|Tiruppur","Tiruppur","Tamil Nadu","India","Central Asia","APAC"
128,"APAC|Central Asia|India|Telangana|Hyderabad","Hyderabad","Telangana","India","Central Asia","APAC"
129,"APAC|Central Asia|India|Telangana|Karimnagar","Karimnagar","Telangana","India","Central Asia","APAC"
130,"APAC|Central Asia|India|Telangana|Kukatpalli","Kukatpalli","Telangana","India","Central Asia","APAC"
131,"APAC|Central Asia|India|Telangana|Nizamabad","Nizamabad","Telangana","India","Central Asia","APAC"
132,"APAC|Central Asia|India|Telangana|Warangal","Warangal","Telangana","India","Central Asia","APAC"
133,"APAC|Central Asia|India|Tripura|Udaipur","Udaipur","Tripura","India","Central Asia","APAC"
134,"APAC|Central Asia|India|Uttar Pradesh|Agra","Agra","Uttar Pradesh","India","Central Asia","APAC"
135,"APAC|Central Asia|India|Uttar Pradesh|Aligarh","Aligarh","Uttar Pradesh","India","Central Asia","APAC"
136,"APAC|Central Asia|India|Uttar Pradesh|Allahabad","Allahabad","Uttar Pradesh","India","Central Asia","APAC"
137,"APAC|Central Asia|India|Uttar Pradesh|Bareilly","Bareilly","Uttar Pradesh","India","Central Asia","APAC"
138,"APAC|Central Asia|India|Uttar Pradesh|Bilaspur","Bilaspur","Uttar Pradesh","India","Central Asia","APAC"
139,"APAC|Central Asia|India|Uttar Pradesh|Etawah","Etawah","Uttar Pradesh","India","Central Asia","APAC"
140,"APAC|Central Asia|India|Uttar Pradesh|Firozabad","Firozabad","Uttar Pradesh","India","Central Asia","APAC"
141,"APAC|Central Asia|India|Uttar Pradesh|Ghaziabad","Ghaziabad","Uttar Pradesh","India","Central Asia","APAC"
142,"APAC|Central Asia|India|Uttar Pradesh|Gorakhpur","Gorakhpur","Uttar Pradesh","India","Central Asia","APAC"
143,"APAC|Central Asia|India|Uttar Pradesh|Hapur","Hapur","Uttar Pradesh","India","Central Asia","APAC"
144,"APAC|Central Asia|India|Uttar Pradesh|Jhansi","Jhansi","Uttar Pradesh","India","Central Asia","APAC"
145,"APAC|Central Asia|India|Uttar Pradesh|Kanpur","Kanpur","Uttar Pradesh","India","Central Asia","APAC"
146,"APAC|Central Asia|India|Uttar Pradesh|Lucknow","Lucknow","Uttar Pradesh","India","Central Asia","APAC"
147,"APAC|Central Asia|India|Uttar Pradesh|Mathura","Mathura","Uttar Pradesh","India","Central Asia","APAC"
148,"APAC|Central Asia|India|Uttar Pradesh|Mau","Mau","Uttar Pradesh","India","Central Asia","APAC"
149,"APAC|Central Asia|India|Uttar Pradesh|Meerut","Meerut","Uttar Pradesh","India","Central Asia","APAC"
150,"APAC|Central Asia|India|Uttar Pradesh|Mirzapur","Mirzapur","Uttar Pradesh","India","Central Asia","APAC"
151,"APAC|Central Asia|India|Uttar Pradesh|Moradabad","Moradabad","Uttar Pradesh","India","Central Asia","APAC"
152,"APAC|Central Asia|India|Uttar Pradesh|Saharanpur","Saharanpur","Uttar Pradesh","India","Central Asia","APAC"
153,"APAC|Central Asia|India|Uttar Pradesh|Shahjahanpur","Shahjahanpur","Uttar Pradesh","India","Central Asia","APAC"
154,"APAC|Central Asia|India|Uttar Pradesh|Varanasi","Varanasi","Uttar Pradesh","India","Central Asia","APAC"
155,"APAC|Central Asia|India|Uttarakhand|Dehra Dun","Dehra Dun","Uttarakhand","India","Central Asia","APAC"
156,"APAC|Central Asia|India|Uttarakhand|Raipur","Raipur","Uttarakhand","India","Central Asia","APAC"
157,"APAC|Central Asia|India|Uttarakhand|Srinagar","Srinagar","Uttarakhand","India","Central Asia","APAC"
158,"APAC|Central Asia|India|West Bengal|Asansol","Asansol","West Bengal","India","Central Asia","APAC"
159,"APAC|Central Asia|India|West Bengal|Baranagar","Baranagar","West Bengal","India","Central Asia","APAC"
160,"APAC|Central Asia|India|West Bengal|Barasat","Barasat","West Bengal","India","Central Asia","APAC"
161,"APAC|Central Asia|India|West Bengal|Barddhaman","Barddhaman","West Bengal","India","Central Asia","APAC"
162,"APAC|Central Asia|India|West Bengal|Bhatpara","Bhatpara","West Bengal","India","Central Asia","APAC"
163,"APAC|Central Asia|India|West Bengal|Durgapur","Durgapur","West Bengal","India","Central Asia","APAC"
164,"APAC|Central Asia|India|West Bengal|Kamarhati","Kamarhati","West Bengal","India","Central Asia","APAC"
165,"APAC|Central Asia|India|West Bengal|Kulti","Kulti","West Bengal","India","Central Asia","APAC"
166,"APAC|Central Asia|India|West Bengal|Naihati","Naihati","West Bengal","India","Central Asia","APAC"
167,"APAC|Central Asia|India|West Bengal|Panihati","Panihati","West Bengal","India","Central Asia","APAC"
1,"APAC|Central Asia|Afghanistan|Hirat|Herat","Herat","Hirat","Afghanistan","Central Asia","APAC"
2,"APAC|Central Asia|Afghanistan|Kabul|Kabul","Kabul","Kabul","Afghanistan","Central Asia","APAC"
3,"APAC|Central Asia|Afghanistan|Kandahar|Kandahar","Kandahar","Kandahar","Afghanistan","Central Asia","APAC"
4,"APAC|Central Asia|Afghanistan|Nangarhar|Jalalabad","Jalalabad","Nangarhar","Afghanistan","Central Asia","APAC"
5,"APAC|Central Asia|Bangladesh|Chittagong|Chittagong","Chittagong","Chittagong","Bangladesh","Central Asia","APAC"
6,"APAC|Central Asia|Bangladesh|Chittagong|Cox’s Bāzār","Cox’s Bāzār","Chittagong","Bangladesh","Central Asia","APAC"
7,"APAC|Central Asia|Bangladesh|Dhaka|Dhaka","Dhaka","Dhaka","Bangladesh","Central Asia","APAC"
8,"APAC|Central Asia|Bangladesh|Dhaka|Narsingdi","Narsingdi","Dhaka","Bangladesh","Central Asia","APAC"
9,"APAC|Central Asia|Bangladesh|Dhaka|Tongi","Tongi","Dhaka","Bangladesh","Central Asia","APAC"
10,"APAC|Central Asia|Bangladesh|Khulna|Khulna","Khulna","Khulna","Bangladesh","Central Asia","APAC"
11,"APAC|Central Asia|Bangladesh|Rajshahi|Rajshahi","Rajshahi","Rajshahi","Bangladesh","Central Asia","APAC"
12,"APAC|Central Asia|Bangladesh|Sylhet|Sylhet","Sylhet","Sylhet","Bangladesh","Central Asia","APAC"
168,"APAC|Central Asia|Nepal|Central|Kathmandu","Kathmandu","Central","Nepal","Central Asia","APAC"
169,"APAC|Central Asia|Pakistan|Baluchistan|Quetta","Quetta","Baluchistan","Pakistan","Central Asia","APAC"
170,"APAC|Central Asia|Pakistan|F.C.T.|Islamabad","Islamabad","F.C.T.","Pakistan","Central Asia","APAC"
171,"APAC|Central Asia|Pakistan|Khyber Pakhtunkhwa|Mardan","Mardan","Khyber Pakhtunkhwa","Pakistan","Central Asia","APAC"
172,"APAC|Central Asia|Pakistan|Khyber Pakhtunkhwa|Peshawar","Peshawar","Khyber Pakhtunkhwa","Pakistan","Central Asia","APAC"
173,"APAC|Central Asia|Pakistan|Punjab|Bahawalpur","Bahawalpur","Punjab","Pakistan","Central Asia","APAC"
174,"APAC|Central Asia|Pakistan|Punjab|Gujranwala","Gujranwala","Punjab","Pakistan","Central Asia","APAC"
175,"APAC|Central Asia|Pakistan|Punjab|Gujrat","Gujrat","Punjab","Pakistan","Central Asia","APAC"
176,"APAC|Central Asia|Pakistan|Punjab|Lahore","Lahore","Punjab","Pakistan","Central Asia","APAC"
177,"APAC|Central Asia|Pakistan|Punjab|Multan","Multan","Punjab","Pakistan","Central Asia","APAC"
178,"APAC|Central Asia|Pakistan|Punjab|Rawalpindi","Rawalpindi","Punjab","Pakistan","Central Asia","APAC"
179,"APAC|Central Asia|Pakistan|Punjab|Sargodha","Sargodha","Punjab","Pakistan","Central Asia","APAC"
180,"APAC|Central Asia|Pakistan|Punjab|Sialkot","Sialkot","Punjab","Pakistan","Central Asia","APAC"
181,"APAC|Central Asia|Pakistan|Sindh|Hyderabad","Hyderabad","Sindh","Pakistan","Central Asia","APAC"
182,"APAC|Central Asia|Pakistan|Sindh|Sukkur","Sukkur","Sindh","Pakistan","Central Asia","APAC"
183,"APAC|Central Asia|Sri Lanka|Western|Colombo","Colombo","Western","Sri Lanka","Central Asia","APAC"
440,"APAC|North Asia|Hong Kong|Hong Kong|Kowloon","Kowloon","Hong Kong","Hong Kong","North Asia","APAC"
441,"APAC|North Asia|Japan|Aichi|Anjo","Anjo","Aichi","Japan","North Asia","APAC"
442,"APAC|North Asia|Japan|Aichi|Handa","Handa","Aichi","Japan","North Asia","APAC"
443,"APAC|North Asia|Japan|Aichi|Kasugai","Kasugai","Aichi","Japan","North Asia","APAC"
444,"APAC|North Asia|Japan|Aichi|Toyohashi","Toyohashi","Aichi","Japan","North Asia","APAC"
445,"APAC|North Asia|Japan|Aomori|Hachinohe","Hachinohe","Aomori","Japan","North Asia","APAC"
446,"APAC|North Asia|Japan|Chiba|Funabashi","Funabashi","Chiba","Japan","North Asia","APAC"
447,"APAC|North Asia|Japan|Chiba|Ichikawa","Ichikawa","Chiba","Japan","North Asia","APAC"
448,"APAC|North Asia|Japan|Chiba|Kawaguchi","Kawaguchi","Chiba","Japan","North Asia","APAC"
449,"APAC|North Asia|Japan|Chiba|Matsudo","Matsudo","Chiba","Japan","North Asia","APAC"
450,"APAC|North Asia|Japan|Chiba|Noda","Noda","Chiba","Japan","North Asia","APAC"
451,"APAC|North Asia|Japan|Fukui|Fukui","Fukui","Fukui","Japan","North Asia","APAC"
452,"APAC|North Asia|Japan|Fukuoka|Kawasaki","Kawasaki","Fukuoka","Japan","North Asia","APAC"
453,"APAC|North Asia|Japan|Gunma|Sakai","Sakai","Gunma","Japan","North Asia","APAC"
454,"APAC|North Asia|Japan|Gunma|Takasaki","Takasaki","Gunma","Japan","North Asia","APAC"
455,"APAC|North Asia|Japan|Hiroshima|Fukuyama","Fukuyama","Hiroshima","Japan","North Asia","APAC"
456,"APAC|North Asia|Japan|Hiroshima|Kure","Kure","Hiroshima","Japan","North Asia","APAC"
457,"APAC|North Asia|Japan|Hokkaido|Asahikawa","Asahikawa","Hokkaido","Japan","North Asia","APAC"
458,"APAC|North Asia|Japan|Hokkaido|Atsugacho","Atsugacho","Hokkaido","Japan","North Asia","APAC"
459,"APAC|North Asia|Japan|Hyogo|Amagasaki","Amagasaki","Hyogo","Japan","North Asia","APAC"
460,"APAC|North Asia|Japan|Hyogo|Himeji","Himeji","Hyogo","Japan","North Asia","APAC"
461,"APAC|North Asia|Japan|Hyogo|Kita-ku","Kita-ku","Hyogo","Japan","North Asia","APAC"
462,"APAC|North Asia|Japan|Hyogo|Nishinomiya","Nishinomiya","Hyogo","Japan","North Asia","APAC"
463,"APAC|North Asia|Japan|Ibaraki|Sakai","Sakai","Ibaraki","Japan","North Asia","APAC"
464,"APAC|North Asia|Japan|Ibaraki|Tsukuba","Tsukuba","Ibaraki","Japan","North Asia","APAC"
465,"APAC|North Asia|Japan|Ishikawa|Takamatsu","Takamatsu","Ishikawa","Japan","North Asia","APAC"
466,"APAC|North Asia|Japan|Kagawa|Takamatsu","Takamatsu","Kagawa","Japan","North Asia","APAC"
467,"APAC|North Asia|Japan|Kanagawa|Aoba-ku","Aoba-ku","Kanagawa","Japan","North Asia","APAC"
468,"APAC|North Asia|Japan|Kanagawa|Chigasaki","Chigasaki","Kanagawa","Japan","North Asia","APAC"
469,"APAC|North Asia|Japan|Kanagawa|Fujisawa","Fujisawa","Kanagawa","Japan","North Asia","APAC"
470,"APAC|North Asia|Japan|Kanagawa|Hiratsuka","Hiratsuka","Kanagawa","Japan","North Asia","APAC"
471,"APAC|North Asia|Japan|Kanagawa|Kawasaki","Kawasaki","Kanagawa","Japan","North Asia","APAC"
472,"APAC|North Asia|Japan|Kanagawa|Sagamihara","Sagamihara","Kanagawa","Japan","North Asia","APAC"
473,"APAC|North Asia|Japan|Mie|Yokkaichi","Yokkaichi","Mie","Japan","North Asia","APAC"
474,"APAC|North Asia|Japan|Nagano|Matsumoto","Matsumoto","Nagano","Japan","North Asia","APAC"
475,"APAC|North Asia|Japan|Nagano|Ueda","Ueda","Nagano","Japan","North Asia","APAC"
476,"APAC|North Asia|Japan|Nagasaki|Nagasaki","Nagasaki","Nagasaki","Japan","North Asia","APAC"
477,"APAC|North Asia|Japan|Oita|Matsubara","Matsubara","Oita","Japan","North Asia","APAC"
478,"APAC|North Asia|Japan|Oita|Yokkaichi","Yokkaichi","Oita","Japan","North Asia","APAC"
479,"APAC|North Asia|Japan|Okayama|Kurashiki","Kurashiki","Okayama","Japan","North Asia","APAC"
480,"APAC|North Asia|Japan|Osaka|Hirakata","Hirakata","Osaka","Japan","North Asia","APAC"
481,"APAC|North Asia|Japan|Osaka|Ibaraki","Ibaraki","Osaka","Japan","North Asia","APAC"
482,"APAC|North Asia|Japan|Osaka|Kita-ku","Kita-ku","Osaka","Japan","North Asia","APAC"
