DateKey,GregorianDate,GregorianYearInt,GregorianMonthNo,GregorianDayInMonth,GregorianMonthDayInt,GregorianDayOfWeekInt,GregorianMonthName,GregorianStr,GregorianYearMonthSort,GregorianYearMonthStr,GregorianDayOfWeekName,GrgorianWeekOfYearName,GregorianWeekOfYearNo,PersianInt,PersianYearInt,PersianMonthNo,PersianDayInMonth,PersianMonthDayInt,PersianDayOfWeekInt,PersianMonthName,PersianStr,PersianYearMonthInt,PersianYearMonthStr,PersianDayOfWeekName,PersianWeekOfYearName,PersianWeekOfYearNo,PersianFullName,SeasonCode,SeasonName,IsGregorianLeap,IsPersianLeap,PersianYearMonthSort
20110620,2011-06-20 00:00:00.000,2011,6,20,620,1,"June","6/20/2011",201106,"6/1/2011","Monday","Week 26",26,13900330,1390,3,30,330,2,"خرداد","1390/03/30",13900330,"1390/03","دوشنبه","هفته 14",14,"دوشنبه 30 خرداد 1390",1,"بهار",0,0,139003
20110621,2011-06-21 00:00:00.000,2011,6,21,621,2,"June","6/21/2011",201106,"6/1/2011","Tuesday","Week 26",26,13900331,1390,3,31,331,3,"خرداد","1390/03/31",13900331,"1390/03","سه شنبه","هفته 14",14,"سه شنبه 31 خرداد 1390",1,"بهار",0,0,139003
20110622,2011-06-22 00:00:00.000,2011,6,22,622,3,"June","6/22/2011",201106,"6/1/2011","Wednesday","Week 26",26,13900401,1390,4,1,401,4,"تیر","1390/04/01",13900401,"1390/04","چهارشنبه","هفته 14",14,"چهارشنبه 1 تیر 1390",2,"تابستان",0,0,139004
20110623,2011-06-23 00:00:00.000,2011,6,23,623,4,"June","6/23/2011",201106,"6/1/2011","Thursday","Week 26",26,13900402,1390,4,2,402,5,"تیر","1390/04/02",13900402,"1390/04","پنج شنبه","هفته 14",14,"پنج شنبه 2 تیر 1390",2,"تابستان",0,0,139004
20110624,2011-06-24 00:00:00.000,2011,6,24,624,5,"June","6/24/2011",201106,"6/1/2011","Friday","Week 26",26,13900403,1390,4,3,403,6,"تیر","1390/04/03",13900403,"1390/04","جمعه","هفته 14",14,"جمعه 3 تیر 1390",2,"تابستان",0,0,139004
20110625,2011-06-25 00:00:00.000,2011,6,25,625,6,"June","6/25/2011",201106,"6/1/2011","Saturday","Week 26",26,13900404,1390,4,4,404,0,"تیر","1390/04/04",13900404,"1390/04","شنبه","هفته 15",15,"شنبه 4 تیر 1390",2,"تابستان",0,0,139004
20110626,2011-06-26 00:00:00.000,2011,6,26,626,0,"June","6/26/2011",201106,"6/1/2011","Sunday","Week 27",27,13900405,1390,4,5,405,1,"تیر","1390/04/05",13900405,"1390/04","یکشنبه","هفته 15",15,"یکشنبه 5 تیر 1390",2,"تابستان",0,0,139004
20110627,2011-06-27 00:00:00.000,2011,6,27,627,1,"June","6/27/2011",201106,"6/1/2011","Monday","Week 27",27,13900406,1390,4,6,406,2,"تیر","1390/04/06",13900406,"1390/04","دوشنبه","هفته 15",15,"دوشنبه 6 تیر 1390",2,"تابستان",0,0,139004
20110628,2011-06-28 00:00:00.000,2011,6,28,628,2,"June","6/28/2011",201106,"6/1/2011","Tuesday","Week 27",27,13900407,1390,4,7,407,3,"تیر","1390/04/07",13900407,"1390/04","سه شنبه","هفته 15",15,"سه شنبه 7 تیر 1390",2,"تابستان",0,0,139004
20110629,2011-06-29 00:00:00.000,2011,6,29,629,3,"June","6/29/2011",201106,"6/1/2011","Wednesday","Week 27",27,13900408,1390,4,8,408,4,"تیر","1390/04/08",13900408,"1390/04","چهارشنبه","هفته 15",15,"چهارشنبه 8 تیر 1390",2,"تابستان",0,0,139004
20110630,2011-06-30 00:00:00.000,2011,6,30,630,4,"June","6/30/2011",201106,"6/1/2011","Thursday","Week 27",27,13900409,1390,4,9,409,5,"تیر","1390/04/09",13900409,"1390/04","پنج شنبه","هفته 15",15,"پنج شنبه 9 تیر 1390",2,"تابستان",0,0,139004
20110701,2011-07-01 00:00:00.000,2011,7,1,701,5,"July","7/1/2011",201107,"7/1/2011","Friday","Week 27",27,13900410,1390,4,10,410,6,"تیر","1390/04/10",13900410,"1390/04","جمعه","هفته 15",15,"جمعه 10 تیر 1390",2,"تابستان",0,0,139004
20110702,2011-07-02 00:00:00.000,2011,7,2,702,6,"July","7/2/2011",201107,"7/1/2011","Saturday","Week 27",27,13900411,1390,4,11,411,0,"تیر","1390/04/11",13900411,"1390/04","شنبه","هفته 16",16,"شنبه 11 تیر 1390",2,"تابستان",0,0,139004
20110703,2011-07-03 00:00:00.000,2011,7,3,703,0,"July","7/3/2011",201107,"7/1/2011","Sunday","Week 28",28,13900412,1390,4,12,412,1,"تیر","1390/04/12",13900412,"1390/04","یکشنبه","هفته 16",16,"یکشنبه 12 تیر 1390",2,"تابستان",0,0,139004
20110704,2011-07-04 00:00:00.000,2011,7,4,704,1,"July","7/4/2011",201107,"7/1/2011","Monday","Week 28",28,13900413,1390,4,13,413,2,"تیر","1390/04/13",13900413,"1390/04","دوشنبه","هفته 16",16,"دوشنبه 13 تیر 1390",2,"تابستان",0,0,139004
20110705,2011-07-05 00:00:00.000,2011,7,5,705,2,"July","7/5/2011",201107,"7/1/2011","Tuesday","Week 28",28,13900414,1390,4,14,414,3,"تیر","1390/04/14",13900414,"1390/04","سه شنبه","هفته 16",16,"سه شنبه 14 تیر 1390",2,"تابستان",0,0,139004
20110706,2011-07-06 00:00:00.000,2011,7,6,706,3,"July","7/6/2011",201107,"7/1/2011","Wednesday","Week 28",28,13900415,1390,4,15,415,4,"تیر","1390/04/15",13900415,"1390/04","چهارشنبه","هفته 16",16,"چهارشنبه 15 تیر 1390",2,"تابستان",0,0,139004
20110707,2011-07-07 00:00:00.000,2011,7,7,707,4,"July","7/7/2011",201107,"7/1/2011","Thursday","Week 28",28,13900416,1390,4,16,416,5,"تیر","1390/04/16",13900416,"1390/04","پنج شنبه","هفته 16",16,"پنج شنبه 16 تیر 1390",2,"تابستان",0,0,139004
20110708,2011-07-08 00:00:00.000,2011,7,8,708,5,"July","7/8/2011",201107,"7/1/2011","Friday","Week 28",28,13900417,1390,4,17,417,6,"تیر","1390/04/17",13900417,"1390/04","جمعه","هفته 16",16,"جمعه 17 تیر 1390",2,"تابستان",0,0,139004
20110709,2011-07-09 00:00:00.000,2011,7,9,709,6,"July","7/9/2011",201107,"7/1/2011","Saturday","Week 28",28,13900418,1390,4,18,418,0,"تیر","1390/04/18",13900418,"1390/04","شنبه","هفته 17",17,"شنبه 18 تیر 1390",2,"تابستان",0,0,139004
20110710,2011-07-10 00:00:00.000,2011,7,10,710,0,"July","7/10/2011",201107,"7/1/2011","Sunday","Week 29",29,13900419,1390,4,19,419,1,"تیر","1390/04/19",13900419,"1390/04","یکشنبه","هفته 17",17,"یکشنبه 19 تیر 1390",2,"تابستان",0,0,139004
20110711,2011-07-11 00:00:00.000,2011,7,11,711,1,"July","7/11/2011",201107,"7/1/2011","Monday","Week 29",29,13900420,1390,4,20,420,2,"تیر","1390/04/20",13900420,"1390/04","دوشنبه","هفته 17",17,"دوشنبه 20 تیر 1390",2,"تابستان",0,0,139004
20110712,2011-07-12 00:00:00.000,2011,7,12,712,2,"July","7/12/2011",201107,"7/1/2011","Tuesday","Week 29",29,13900421,1390,4,21,421,3,"تیر","1390/04/21",13900421,"1390/04","سه شنبه","هفته 17",17,"سه شنبه 21 تیر 1390",2,"تابستان",0,0,139004
20110713,2011-07-13 00:00:00.000,2011,7,13,713,3,"July","7/13/2011",201107,"7/1/2011","Wednesday","Week 29",29,13900422,1390,4,22,422,4,"تیر","1390/04/22",13900422,"1390/04","چهارشنبه","هفته 17",17,"چهارشنبه 22 تیر 1390",2,"تابستان",0,0,139004
20110714,2011-07-14 00:00:00.000,2011,7,14,714,4,"July","7/14/2011",201107,"7/1/2011","Thursday","Week 29",29,13900423,1390,4,23,423,5,"تیر","1390/04/23",13900423,"1390/04","پنج شنبه","هفته 17",17,"پنج شنبه 23 تیر 1390",2,"تابستان",0,0,139004
20110715,2011-07-15 00:00:00.000,2011,7,15,715,5,"July","7/15/2011",201107,"7/1/2011","Friday","Week 29",29,13900424,1390,4,24,424,6,"تیر","1390/04/24",13900424,"1390/04","جمعه","هفته 17",17,"جمعه 24 تیر 1390",2,"تابستان",0,0,139004
20110716,2011-07-16 00:00:00.000,2011,7,16,716,6,"July","7/16/2011",201107,"7/1/2011","Saturday","Week 29",29,13900425,1390,4,25,425,0,"تیر","1390/04/25",13900425,"1390/04","شنبه","هفته 18",18,"شنبه 25 تیر 1390",2,"تابستان",0,0,139004
20110717,2011-07-17 00:00:00.000,2011,7,17,717,0,"July","7/17/2011",201107,"7/1/2011","Sunday","Week 30",30,13900426,1390,4,26,426,1,"تیر","1390/04/26",13900426,"1390/04","یکشنبه","هفته 18",18,"یکشنبه 26 تیر 1390",2,"تابستان",0,0,139004
20110718,2011-07-18 00:00:00.000,2011,7,18,718,1,"July","7/18/2011",201107,"7/1/2011","Monday","Week 30",30,13900427,1390,4,27,427,2,"تیر","1390/04/27",13900427,"1390/04","دوشنبه","هفته 18",18,"دوشنبه 27 تیر 1390",2,"تابستان",0,0,139004
20110719,2011-07-19 00:00:00.000,2011,7,19,719,2,"July","7/19/2011",201107,"7/1/2011","Tuesday","Week 30",30,13900428,1390,4,28,428,3,"تیر","1390/04/28",13900428,"1390/04","سه شنبه","هفته 18",18,"سه شنبه 28 تیر 1390",2,"تابستان",0,0,139004
20110720,2011-07-20 00:00:00.000,2011,7,20,720,3,"July","7/20/2011",201107,"7/1/2011","Wednesday","Week 30",30,13900429,1390,4,29,429,4,"تیر","1390/04/29",13900429,"1390/04","چهارشنبه","هفته 18",18,"چهارشنبه 29 تیر 1390",2,"تابستان",0,0,139004
20110721,2011-07-21 00:00:00.000,2011,7,21,721,4,"July","7/21/2011",201107,"7/1/2011","Thursday","Week 30",30,13900430,1390,4,30,430,5,"تیر","1390/04/30",13900430,"1390/04","پنج شنبه","هفته 18",18,"پنج شنبه 30 تیر 1390",2,"تابستان",0,0,139004
20110722,2011-07-22 00:00:00.000,2011,7,22,722,5,"July","7/22/2011",201107,"7/1/2011","Friday","Week 30",30,13900431,1390,4,31,431,6,"تیر","1390/04/31",13900431,"1390/04","جمعه","هفته 18",18,"جمعه 31 تیر 1390",2,"تابستان",0,0,139004
20110723,2011-07-23 00:00:00.000,2011,7,23,723,6,"July","7/23/2011",201107,"7/1/2011","Saturday","Week 30",30,13900501,1390,5,1,501,0,"مرداد","1390/05/01",13900501,"1390/05","شنبه","هفته 19",19,"شنبه 1 مرداد 1390",2,"تابستان",0,0,139005
20110724,2011-07-24 00:00:00.000,2011,7,24,724,0,"July","7/24/2011",201107,"7/1/2011","Sunday","Week 31",31,13900502,1390,5,2,502,1,"مرداد","1390/05/02",13900502,"1390/05","یکشنبه","هفته 19",19,"یکشنبه 2 مرداد 1390",2,"تابستان",0,0,139005
20110725,2011-07-25 00:00:00.000,2011,7,25,725,1,"July","7/25/2011",201107,"7/1/2011","Monday","Week 31",31,13900503,1390,5,3,503,2,"مرداد","1390/05/03",13900503,"1390/05","دوشنبه","هفته 19",19,"دوشنبه 3 مرداد 1390",2,"تابستان",0,0,139005
20110726,2011-07-26 00:00:00.000,2011,7,26,726,2,"July","7/26/2011",201107,"7/1/2011","Tuesday","Week 31",31,13900504,1390,5,4,504,3,"مرداد","1390/05/04",13900504,"1390/05","سه شنبه","هفته 19",19,"سه شنبه 4 مرداد 1390",2,"تابستان",0,0,139005
20110727,2011-07-27 00:00:00.000,2011,7,27,727,3,"July","7/27/2011",201107,"7/1/2011","Wednesday","Week 31",31,13900505,1390,5,5,505,4,"مرداد","1390/05/05",13900505,"1390/05","چهارشنبه","هفته 19",19,"چهارشنبه 5 مرداد 1390",2,"تابستان",0,0,139005
20110728,2011-07-28 00:00:00.000,2011,7,28,728,4,"July","7/28/2011",201107,"7/1/2011","Thursday","Week 31",31,13900506,1390,5,6,506,5,"مرداد","1390/05/06",13900506,"1390/05","پنج شنبه","هفته 19",19,"پنج شنبه 6 مرداد 1390",2,"تابستان",0,0,139005
20110729,2011-07-29 00:00:00.000,2011,7,29,729,5,"July","7/29/2011",201107,"7/1/2011","Friday","Week 31",31,13900507,1390,5,7,507,6,"مرداد","1390/05/07",13900507,"1390/05","جمعه","هفته 19",19,"جمعه 7 مرداد 1390",2,"تابستان",0,0,139005
20110730,2011-07-30 00:00:00.000,2011,7,30,730,6,"July","7/30/2011",201107,"7/1/2011","Saturday","Week 31",31,13900508,1390,5,8,508,0,"مرداد","1390/05/08",13900508,"1390/05","شنبه","هفته 20",20,"شنبه 8 مرداد 1390",2,"تابستان",0,0,139005
20110731,2011-07-31 00:00:00.000,2011,7,31,731,0,"July","7/31/2011",201107,"7/1/2011","Sunday","Week 32",32,13900509,1390,5,9,509,1,"مرداد","1390/05/09",13900509,"1390/05","یکشنبه","هفته 20",20,"یکشنبه 9 مرداد 1390",2,"تابستان",0,0,139005
20110801,2011-08-01 00:00:00.000,2011,8,1,801,1,"August","8/1/2011",201108,"8/1/2011","Monday","Week 32",32,13900510,1390,5,10,510,2,"مرداد","1390/05/10",13900510,"1390/05","دوشنبه","هفته 20",20,"دوشنبه 10 مرداد 1390",2,"تابستان",0,0,139005
20110802,2011-08-02 00:00:00.000,2011,8,2,802,2,"August","8/2/2011",201108,"8/1/2011","Tuesday","Week 32",32,13900511,1390,5,11,511,3,"مرداد","1390/05/11",13900511,"1390/05","سه شنبه","هفته 20",20,"سه شنبه 11 مرداد 1390",2,"تابستان",0,0,139005
20110803,2011-08-03 00:00:00.000,2011,8,3,803,3,"August","8/3/2011",201108,"8/1/2011","Wednesday","Week 32",32,13900512,1390,5,12,512,4,"مرداد","1390/05/12",13900512,"1390/05","چهارشنبه","هفته 20",20,"چهارشنبه 12 مرداد 1390",2,"تابستان",0,0,139005
20110804,2011-08-04 00:00:00.000,2011,8,4,804,4,"August","8/4/2011",201108,"8/1/2011","Thursday","Week 32",32,13900513,1390,5,13,513,5,"مرداد","1390/05/13",13900513,"1390/05","پنج شنبه","هفته 20",20,"پنج شنبه 13 مرداد 1390",2,"تابستان",0,0,139005
20110805,2011-08-05 00:00:00.000,2011,8,5,805,5,"August","8/5/2011",201108,"8/1/2011","Friday","Week 32",32,13900514,1390,5,14,514,6,"مرداد","1390/05/14",13900514,"1390/05","جمعه","هفته 20",20,"جمعه 14 مرداد 1390",2,"تابستان",0,0,139005
20110806,2011-08-06 00:00:00.000,2011,8,6,806,6,"August","8/6/2011",201108,"8/1/2011","Saturday","Week 32",32,13900515,1390,5,15,515,0,"مرداد","1390/05/15",13900515,"1390/05","شنبه","هفته 21",21,"شنبه 15 مرداد 1390",2,"تابستان",0,0,139005
20110807,2011-08-07 00:00:00.000,2011,8,7,807,0,"August","8/7/2011",201108,"8/1/2011","Sunday","Week 33",33,13900516,1390,5,16,516,1,"مرداد","1390/05/16",13900516,"1390/05","یکشنبه","هفته 21",21,"یکشنبه 16 مرداد 1390",2,"تابستان",0,0,139005
20110808,2011-08-08 00:00:00.000,2011,8,8,808,1,"August","8/8/2011",201108,"8/1/2011","Monday","Week 33",33,13900517,1390,5,17,517,2,"مرداد","1390/05/17",13900517,"1390/05","دوشنبه","هفته 21",21,"دوشنبه 17 مرداد 1390",2,"تابستان",0,0,139005
20110809,2011-08-09 00:00:00.000,2011,8,9,809,2,"August","8/9/2011",201108,"8/1/2011","Tuesday","Week 33",33,13900518,1390,5,18,518,3,"مرداد","1390/05/18",13900518,"1390/05","سه شنبه","هفته 21",21,"سه شنبه 18 مرداد 1390",2,"تابستان",0,0,139005
20110810,2011-08-10 00:00:00.000,2011,8,10,810,3,"August","8/10/2011",201108,"8/1/2011","Wednesday","Week 33",33,13900519,1390,5,19,519,4,"مرداد","1390/05/19",13900519,"1390/05","چهارشنبه","هفته 21",21,"چهارشنبه 19 مرداد 1390",2,"تابستان",0,0,139005
20110811,2011-08-11 00:00:00.000,2011,8,11,811,4,"August","8/11/2011",201108,"8/1/2011","Thursday","Week 33",33,13900520,1390,5,20,520,5,"مرداد","1390/05/20",13900520,"1390/05","پنج شنبه","هفته 21",21,"پنج شنبه 20 مرداد 1390",2,"تابستان",0,0,139005
20110812,2011-08-12 00:00:00.000,2011,8,12,812,5,"August","8/12/2011",201108,"8/1/2011","Friday","Week 33",33,13900521,1390,5,21,521,6,"مرداد","1390/05/21",13900521,"1390/05","جمعه","هفته 21",21,"جمعه 21 مرداد 1390",2,"تابستان",0,0,139005
20110813,2011-08-13 00:00:00.000,2011,8,13,813,6,"August","8/13/2011",201108,"8/1/2011","Saturday","Week 33",33,13900522,1390,5,22,522,0,"مرداد","1390/05/22",13900522,"1390/05","شنبه","هفته 22",22,"شنبه 22 مرداد 1390",2,"تابستان",0,0,139005
20110814,2011-08-14 00:00:00.000,2011,8,14,814,0,"August","8/14/2011",201108,"8/1/2011","Sunday","Week 34",34,13900523,1390,5,23,523,1,"مرداد","1390/05/23",13900523,"1390/05","یکشنبه","هفته 22",22,"یکشنبه 23 مرداد 1390",2,"تابستان",0,0,139005
20110815,2011-08-15 00:00:00.000,2011,8,15,815,1,"August","8/15/2011",201108,"8/1/2011","Monday","Week 34",34,13900524,1390,5,24,524,2,"مرداد","1390/05/24",13900524,"1390/05","دوشنبه","هفته 22",22,"دوشنبه 24 مرداد 1390",2,"تابستان",0,0,139005
20110816,2011-08-16 00:00:00.000,2011,8,16,816,2,"August","8/16/2011",201108,"8/1/2011","Tuesday","Week 34",34,13900525,1390,5,25,525,3,"مرداد","1390/05/25",13900525,"1390/05","سه شنبه","هفته 22",22,"سه شنبه 25 مرداد 1390",2,"تابستان",0,0,139005
20110817,2011-08-17 00:00:00.000,2011,8,17,817,3,"August","8/17/2011",201108,"8/1/2011","Wednesday","Week 34",34,13900526,1390,5,26,526,4,"مرداد","1390/05/26",13900526,"1390/05","چهارشنبه","هفته 22",22,"چهارشنبه 26 مرداد 1390",2,"تابستان",0,0,139005
20110818,2011-08-18 00:00:00.000,2011,8,18,818,4,"August","8/18/2011",201108,"8/1/2011","Thursday","Week 34",34,13900527,1390,5,27,527,5,"مرداد","1390/05/27",13900527,"1390/05","پنج شنبه","هفته 22",22,"پنج شنبه 27 مرداد 1390",2,"تابستان",0,0,139005
20110819,2011-08-19 00:00:00.000,2011,8,19,819,5,"August","8/19/2011",201108,"8/1/2011","Friday","Week 34",34,13900528,1390,5,28,528,6,"مرداد","1390/05/28",13900528,"1390/05","جمعه","هفته 22",22,"جمعه 28 مرداد 1390",2,"تابستان",0,0,139005
20110820,2011-08-20 00:00:00.000,2011,8,20,820,6,"August","8/20/2011",201108,"8/1/2011","Saturday","Week 34",34,13900529,1390,5,29,529,0,"مرداد","1390/05/29",13900529,"1390/05","شنبه","هفته 23",23,"شنبه 29 مرداد 1390",2,"تابستان",0,0,139005
20110821,2011-08-21 00:00:00.000,2011,8,21,821,0,"August","8/21/2011",201108,"8/1/2011","Sunday","Week 35",35,13900530,1390,5,30,530,1,"مرداد","1390/05/30",13900530,"1390/05","یکشنبه","هفته 23",23,"یکشنبه 30 مرداد 1390",2,"تابستان",0,0,139005
20110822,2011-08-22 00:00:00.000,2011,8,22,822,1,"August","8/22/2011",201108,"8/1/2011","Monday","Week 35",35,13900531,1390,5,31,531,2,"مرداد","1390/05/31",13900531,"1390/05","دوشنبه","هفته 23",23,"دوشنبه 31 مرداد 1390",2,"تابستان",0,0,139005
20110823,2011-08-23 00:00:00.000,2011,8,23,823,2,"August","8/23/2011",201108,"8/1/2011","Tuesday","Week 35",35,13900601,1390,6,1,601,3,"شهریور","1390/06/01",13900601,"1390/06","سه شنبه","هفته 23",23,"سه شنبه 1 شهریور 1390",2,"تابستان",0,0,139006
20110824,2011-08-24 00:00:00.000,2011,8,24,824,3,"August","8/24/2011",201108,"8/1/2011","Wednesday","Week 35",35,13900602,1390,6,2,602,4,"شهریور","1390/06/02",13900602,"1390/06","چهارشنبه","هفته 23",23,"چهارشنبه 2 شهریور 1390",2,"تابستان",0,0,139006
20110825,2011-08-25 00:00:00.000,2011,8,25,825,4,"August","8/25/2011",201108,"8/1/2011","Thursday","Week 35",35,13900603,1390,6,3,603,5,"شهریور","1390/06/03",13900603,"1390/06","پنج شنبه","هفته 23",23,"پنج شنبه 3 شهریور 1390",2,"تابستان",0,0,139006
20110826,2011-08-26 00:00:00.000,2011,8,26,826,5,"August","8/26/2011",201108,"8/1/2011","Friday","Week 35",35,13900604,1390,6,4,604,6,"شهریور","1390/06/04",13900604,"1390/06","جمعه","هفته 23",23,"جمعه 4 شهریور 1390",2,"تابستان",0,0,139006
20110827,2011-08-27 00:00:00.000,2011,8,27,827,6,"August","8/27/2011",201108,"8/1/2011","Saturday","Week 35",35,13900605,1390,6,5,605,0,"شهریور","1390/06/05",13900605,"1390/06","شنبه","هفته 24",24,"شنبه 5 شهریور 1390",2,"تابستان",0,0,139006
20110828,2011-08-28 00:00:00.000,2011,8,28,828,0,"August","8/28/2011",201108,"8/1/2011","Sunday","Week 36",36,13900606,1390,6,6,606,1,"شهریور","1390/06/06",13900606,"1390/06","یکشنبه","هفته 24",24,"یکشنبه 6 شهریور 1390",2,"تابستان",0,0,139006
20110829,2011-08-29 00:00:00.000,2011,8,29,829,1,"August","8/29/2011",201108,"8/1/2011","Monday","Week 36",36,13900607,1390,6,7,607,2,"شهریور","1390/06/07",13900607,"1390/06","دوشنبه","هفته 24",24,"دوشنبه 7 شهریور 1390",2,"تابستان",0,0,139006
20110830,2011-08-30 00:00:00.000,2011,8,30,830,2,"August","8/30/2011",201108,"8/1/2011","Tuesday","Week 36",36,13900608,1390,6,8,608,3,"شهریور","1390/06/08",13900608,"1390/06","سه شنبه","هفته 24",24,"سه شنبه 8 شهریور 1390",2,"تابستان",0,0,139006
